game_id,season.x,team_id.x,shots_ratio_prev1.x,shots_ratio_prev3.x,shots_ratio_prev5.x,shots_ratio_prev10.x,goals_ratio_prev1.x,goals_ratio_prev3.x,goals_ratio_prev5.x,goals_ratio_prev10.x,won_prev1.x,won_prev3.x,won_prev5.x,won_prev10.x,save_ratio_prev1.x,save_ratio_prev3.x,save_ratio_prev5.x,save_ratio_prev10.x,season.y,team_id.y,shots_ratio_prev1.y,shots_ratio_prev3.y,shots_ratio_prev5.y,shots_ratio_prev10.y,goals_ratio_prev1.y,goals_ratio_prev3.y,goals_ratio_prev5.y,goals_ratio_prev10.y,won_prev1.y,won_prev3.y,won_prev5.y,won_prev10.y,save_ratio_prev1.y,save_ratio_prev3.y,save_ratio_prev5.y,save_ratio_prev10.y
2013020175,2013,23,0.4666666666666667,0.46204122674710907,0.5070754823169221,0.5204438060111816,0.6,0.5518518518518518,0.4811111111111111,0.5005555555555555,1,1,0.6,0.6,0.9166666666666666,0.9083333333333333,0.9028817733990148,0.9096048117299992,2013,15,0.46774193548387094,0.44298185916676813,0.4429498857642794,0.47327320520279414,0.2857142857142857,0.5285714285714286,0.47714285714285715,0.44523809523809527,0,0.6666666666666666,0.6,0.5,0.8484848484848485,0.9103734669966653,0.9298498111921513,0.912287542958713
2013020208,2013,23,0.425531914893617,0.525177304964539,0.49899778569365555,0.5258757853793311,0.3333333333333333,0.5111111111111111,0.5177777777777778,0.5138888888888888,0,0.6666666666666666,0.8,0.6,0.9259259259259259,0.9124431448992852,0.9091325536062378,0.9141598441553069,2013,10,0.3384615384615385,0.3854832010842241,0.4090904670986219,0.3935040662334882,0.6666666666666666,0.8222222222222222,0.6838095238095238,0.6414502164502165,1,1,0.8,0.7,0.9534883720930233,0.9757241942064464,0.94165673874609,0.9366018975701725
2013020224,2013,23,0.6911764705882353,0.6000139062717286,0.535694618272841,0.5443605210457496,1,0.6444444444444444,0.6066666666666667,0.5938888888888889,1,0.6666666666666666,0.8,0.7,1,0.940220922677063,0.9341325536062378,0.9244162544117172,2013,27,0.375,0.39987179487179486,0.4213232859094928,0.46573483922270853,0.5,0.5833333333333334,0.5338383838383839,0.5603715728715729,1,1,0.8,0.7,0.96,0.9453968253968253,0.9037293233082707,0.9110189877202262
2013020254,2013,23,0.5862068965517241,0.595025224944089,0.5787881846118434,0.5429318334643828,0.6666666666666666,0.7222222222222222,0.62,0.5505555555555556,1,0.6666666666666666,0.6,0.6,0.9166666666666666,0.9513888888888888,0.9349658869395712,0.918923830169293,2013,26,0.5957446808510638,0.6071791642301291,0.6217620439926229,0.5776397262550157,1,0.6666666666666666,0.55,0.5167316017316017,1,0.6666666666666666,0.6,0.6,1,0.8715686274509804,0.8936482471776589,0.8907847147218344
2013020261,2013,23,0.4482758620689655,0.5140583554376658,0.5317766903589699,0.5295504644473987,0.16666666666666666,0.4444444444444444,0.5333333333333333,0.5172222222222222,0,0.3333333333333333,0.4,0.6,0.84375,0.8993055555555556,0.9247685185185185,0.9140131158835787,2013,24,0.6301369863013698,0.5294813987775726,0.5437757957882827,0.5483211084274016,0.75,0.7103174603174603,0.6595238095238095,0.5669047619047619,1,1,0.8,0.7,0.9259259259259259,0.9395666062332729,0.9110545417450788,0.8970036913924382
2013020308,2013,23,0.5384615384615384,0.5323022973519759,0.5381612192599919,0.5369279187664164,0.3333333333333333,0.25,0.3833333333333333,0.495,0,0,0.2,0.5,0.9333333333333333,0.8822161835748792,0.9001630434782608,0.9171477985422494,2013,25,0.5333333333333333,0.5302083333333333,0.5163706140350877,0.5154788358404845,0.7,0.6619047619047619,0.6114285714285714,0.5361904761904762,1,0.6666666666666666,0.8,0.6,0.8928571428571429,0.9105222734254993,0.9145125977717746,0.9156132256856453
2013020320,2013,23,0.6515151515151515,0.6000487271673712,0.5669257880245606,0.5609029633296964,0.3333333333333333,0.3055555555555555,0.35,0.47833333333333333,0,0,0.2,0.4,0.9130434782608696,0.9053140096618357,0.8952717391304348,0.915118813035003,2013,13,0.5,0.48972778633795583,0.48359857656467825,0.5019130448960958,0.8,0.6,0.5257142857142857,0.4257142857142857,1,0.6666666666666666,0.4,0.2,0.9696969696969697,0.920291146761735,0.9058384811604893,0.8879698501960717
2013020339,2013,23,0.4461538461538462,0.5453768453768454,0.5389151779449851,0.5588516812784143,0.5,0.3888888888888889,0.31666666666666665,0.4683333333333333,0,0,0,0.3,0.9444444444444444,0.9302737520128824,0.9008272946859903,0.9178965908127807,2013,29,0.42857142857142855,0.3853320592451027,0.41273769708552316,0.45255750102019376,0.6666666666666666,0.4888888888888889,0.47333333333333333,0.4042857142857143,1,0.6666666666666666,0.4,0.3,0.9583333333333334,0.9020833333333333,0.9118951612903226,0.8969480834103699
2013020350,2013,23,0.6862745098039216,0.5946478358243064,0.5865149074919763,0.5591457989254731,0.75,0.5277777777777778,0.43333333333333335,0.48333333333333334,1,0.3333333333333333,0.2,0.3,0.875,0.910829307568438,0.9070772946859903,0.9159229066022544,2013,16,0.5689655172413793,0.5716813162046428,0.5853310157619475,0.5624865282491439,0.6666666666666666,0.5555555555555556,0.47777777777777775,0.5692063492063493,1,0.6666666666666666,0.6,0.7,0.88,0.8736473429951691,0.8508550724637681,0.8842719221197483
2013020363,2013,23,0.5606060606060606,0.5643448055212761,0.5766022213081037,0.5726532134967175,0.3333333333333333,0.5277777777777778,0.45,0.48333333333333334,0,0.3333333333333333,0.2,0.3,0.9310344827586207,0.9168263090676884,0.9193711477594536,0.9164337622855239,2013,26,0.36538461538461536,0.5538461538461539,0.511221633241322,0.561008844587805,0,0.3492063492063492,0.6095238095238096,0.6409523809523809,0,0.3333333333333333,0.6,0.6,0.9696969696969697,0.9137085137085137,0.9482251082251082,0.9269722826193414
